tipo_acto,tipo_destinatario,tipo_discapacidad,ok,urgencia,titulo,url,error
alimentos,nna_0_6,auditiva,OK,rojo,"Usted ha sido condenado a prisión en suspenso por robo. Conozca sus obligaciones y derechos.",https://notificar-clara.vercel.app/n/413d77fd-62c3-411f-b3d4-a2d448f7aedf,""
alimentos,nna_0_6,motriz,OK,rojo,"Usted ha sido condenado por robo. Conocé sus derechos y obligaciones",https://notificar-clara.vercel.app/n/8143114e-9be1-4373-aa05-05c101583d99,""
alimentos,nna_0_6,intelectual,OK,rojo,"Lo condenaron a prisión en suspenso y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/1c155f33-47e9-4648-816f-6c3965e1c440,""
alimentos,nna_7_12,,OK,rojo,"Lo condenaron por robo, pero no irá a la cárcel de inmediato",https://notificar-clara.vercel.app/n/bd12b1c2-e55c-48cd-aefe-aed40c35b6fd,""
alimentos,nna_7_12,visual,OK,rojo,"Usted ha sido condenado por robo. La pena es de 3 años en suspenso y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/5bb7a317-5353-4177-b3bb-0f4abb34f42d,""
alimentos,nna_7_12,auditiva,OK,rojo,"Usted ha sido condenado por robo. La justicia le impone obligaciones y pago de dinero.",https://notificar-clara.vercel.app/n/80480c7b-d7d4-4bf7-b977-d07f7f6b3958,""
alimentos,nna_7_12,motriz,OK,rojo,"Usted ha sido condenado por robo. Debe cumplir obligaciones y puede apelar",https://notificar-clara.vercel.app/n/896ea461-8d6e-444c-9769-fcda5a33cd46,""
alimentos,nna_7_12,intelectual,OK,rojo,"Ha sido condenado: 3 años de prisión en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/332abb04-8347-4d78-9f6b-b7d74407029e,""
alimentos,nna_13_17,,OK,rojo,"Lo que dice la justicia: usted fue condenado a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/737b1b25-2d5f-405a-8a85-13f39c5b2c3e,""
alimentos,nna_13_17,visual,OK,rojo,"Ha sido condenado por robo. Lo que debe saber sobre su condena y sus obligaciones",https://notificar-clara.vercel.app/n/64ca9cd2-b3c8-4691-8d2a-e9671366e1ca,""
alimentos,nna_13_17,auditiva,OK,rojo,"Le condenaron a prisión en suspenso por robo. Estos son sus derechos y obligaciones.",https://notificar-clara.vercel.app/n/289ebd7b-56e2-4c50-94d6-3a7bc40941c7,""
alimentos,nna_13_17,motriz,OK,rojo,"Ha sido condenado por robo — debe cumplir obligaciones y tiene derecho a apelar",https://notificar-clara.vercel.app/n/3f34e43e-c858-44da-8e29-afaa5b86feb6,""
alimentos,nna_13_17,intelectual,OK,rojo,"Lo condenaron a prisión en suspenso y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/a98d2ca3-8267-4b57-ae03-9751f5e35549,""
alimentos,adulto_mayor,,OK,rojo,"Lo que debe saber sobre su condena y qué debe hacer ahora",https://notificar-clara.vercel.app/n/10ebd8fb-32d1-4e25-b117-330b79e5520b,""
alimentos,adulto_mayor,visual,OK,rojo,"La justicia lo condena a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/b0d47191-9692-4632-a1ec-65f2f1857cf6,""
alimentos,adulto_mayor,auditiva,OK,rojo,"Usted ha sido condenado por robo. La sentencia impone pena de prisión en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/3b4f86d2-a91f-485a-8538-1f4c2dd7dd23,""
alimentos,adulto_mayor,motriz,OK,rojo,"Usted ha sido condenado por robo. Esto significa que la justicia lo encontró culpable y le impone obligaciones.",https://notificar-clara.vercel.app/n/63789798-f1a7-454e-ac9b-c638f55f5319,""
alimentos,adulto_mayor,intelectual,OK,rojo,"La justicia lo ha condenado por robo: lo que debe saber y hacer ahora",https://notificar-clara.vercel.app/n/52d3c915-135e-4bd7-b75f-a33aca61724b,""
alimentos,letrado,,OK,rojo,"Ha sido condenado por robo. Esto es lo que debe saber",https://notificar-clara.vercel.app/n/37afbe11-b028-4cfa-84e2-46c2cc0e147b,""
alimentos,letrado,visual,OK,rojo,"Usted ha sido condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/7969b15b-fc2a-4212-8da2-76cedf736488,""
alimentos,letrado,auditiva,OK,rojo,"Usted ha sido condenado por robo. Debe cumplir obligaciones importantes.",https://notificar-clara.vercel.app/n/7bd30632-5011-495a-a829-c1486d3e9823,""
alimentos,letrado,motriz,OK,rojo,"Usted ha sido condenado a prisión en suspenso por robo",https://notificar-clara.vercel.app/n/53e56170-4bdc-4163-b405-fb9b8986bb7c,""
alimentos,letrado,intelectual,OK,rojo,"Lo condenaron a prisión en suspenso por robo. Debe cumplir obligaciones y puede apelar.",https://notificar-clara.vercel.app/n/2c8f1332-08d2-4797-88c9-cad81e8d8013,""
alimentos,perito,,OK,rojo,"Lo han condenado a prisión en suspenso y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/275f6426-78f5-45a6-bf83-1171df744b5b,""
alimentos,perito,visual,OK,rojo,"Lo condenaron a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/658b8e7d-a208-4201-b071-3164752cd66d,""
alimentos,perito,auditiva,OK,rojo,"Lo han condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/b327f092-5082-4012-bc41-9eac4c19339b,""
alimentos,perito,motriz,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/8bd6389b-62b2-48a5-9897-cdd13306f2ab,""
alimentos,perito,intelectual,OK,rojo,"Ha sido condenado por robo. Debe cumplir con obligaciones específicas.",https://notificar-clara.vercel.app/n/56eb003c-f914-454d-981b-7b71f6e0c279,""
accesibilidad_auditiva,actor,,OK,rojo,"Usted ha sido condenado: debe cumplir obligaciones y puede apelar",https://notificar-clara.vercel.app/n/fc1688fd-4b52-4736-9169-6882be3f969f,""
accesibilidad_auditiva,actor,visual,OK,rojo,"Lo condenaron a prisión en suspenso por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/aa9cb282-5f5e-4504-9c16-55135435fa8f,""
accesibilidad_auditiva,actor,auditiva,OK,rojo,"Lo condenaron por robo: tres años en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/767ddefb-2e73-46bf-87fe-a8a991b7e074,""
accesibilidad_auditiva,actor,motriz,OK,rojo,"Lo condenaron por robo, pero no va a la cárcel ahora. Debe cumplir obligaciones importantes.",https://notificar-clara.vercel.app/n/75b80652-d06a-4eb8-be6d-865e34ec200e,""
accesibilidad_auditiva,actor,intelectual,OK,rojo,"Lo condenaron por robo. Tiene que cumplir con obligaciones y puede apelar",https://notificar-clara.vercel.app/n/d49b0c3a-25e0-44fc-9af8-88d327d44166,""
accesibilidad_auditiva,demandado,,OK,rojo,"El juez lo condenó por robo: debe cumplir obligaciones y pagar reparación",https://notificar-clara.vercel.app/n/2d162504-e09c-4c73-a884-19a68ec513e5,""
accesibilidad_auditiva,demandado,visual,OK,rojo,"Usted fue condenado por robo. Esta es la sentencia del juicio.",https://notificar-clara.vercel.app/n/121e2212-9f30-4e45-8c23-710a3a1d2058,""
accesibilidad_auditiva,demandado,auditiva,OK,rojo,"Lo condenaron por robo: tiene 3 años de prisión en suspenso y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/57cbc04f-9f1c-4667-bea7-2c373c6b6eab,""
accesibilidad_auditiva,demandado,motriz,OK,rojo,"La justicia lo condenó por robo: qué debe hacer ahora",https://notificar-clara.vercel.app/n/d01d3817-92a7-4468-8dd0-7109e3bae48a,""
accesibilidad_auditiva,demandado,intelectual,OK,rojo,"Lo condenaron por robo. Tiene que cumplir con obligaciones y puede apelar.",https://notificar-clara.vercel.app/n/7c84c9b4-bce8-4a86-b007-72c38d979350,""
accesibilidad_auditiva,imputado,,OK,rojo,"El juzgado lo condenó por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/943e85cd-77b3-4652-a89d-1562e750a9df,""
accesibilidad_auditiva,imputado,visual,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/5eda4835-33da-48ae-933a-debbcdd1d665,""
accesibilidad_auditiva,imputado,auditiva,OK,rojo,"Lo han condenado a prisión en suspenso por robo. Conocé qué significa y qué debe hacer ahora.",https://notificar-clara.vercel.app/n/69a7c652-de78-423c-95ae-dc3460eb9e52,""
accesibilidad_auditiva,imputado,motriz,OK,rojo,"La justicia lo condenó por robo: debe saber qué pasa ahora",https://notificar-clara.vercel.app/n/b2fe990e-8f48-4d9b-ba24-c0f3f4e4450b,""
accesibilidad_auditiva,imputado,intelectual,OK,rojo,"Usted ha sido condenado por robo. Aquí está la sentencia del Juzgado",https://notificar-clara.vercel.app/n/1996fa5c-1d36-433d-86d7-ef351135873a,""
accesibilidad_auditiva,victima,,OK,rojo,"Usted ha sido condenado por robo. Tiene obligaciones que cumplir y puede recurrir esta sentencia",https://notificar-clara.vercel.app/n/d1fcbeb7-7d35-40d2-aec9-f2935fc26207,""
accesibilidad_auditiva,victima,visual,OK,rojo,"Usted ha sido condenado: le explico qué significa y qué debe hacer ahora",https://notificar-clara.vercel.app/n/5a934bb6-39df-431d-b5ea-a5894912bebd,""
accesibilidad_auditiva,victima,auditiva,OK,rojo,"Lo condenaron por robo: 3 años en suspenso y debe pagar 500 mil pesos",https://notificar-clara.vercel.app/n/7ffaa435-ed98-4255-96ec-c4044b422417,""
accesibilidad_auditiva,victima,motriz,OK,rojo,"Le comunican que fue condenado a prisión en suspenso y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/99220d0e-561b-4ed4-b85a-60f815d50809,""
accesibilidad_auditiva,victima,intelectual,OK,rojo,"La justicia lo condenó: tiene 3 años de prisión en suspenso y debe pagar 500.000 pesos",https://notificar-clara.vercel.app/n/291801c4-4434-4d1e-a574-82543ea68797,""
accesibilidad_auditiva,testigo,,OK,rojo,"Ha sido condenado: debe cumplir con obligaciones específicas",https://notificar-clara.vercel.app/n/511241dc-7415-4ec7-93eb-b2352cda9a9b,""
accesibilidad_auditiva,testigo,visual,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe saber y hacer.",https://notificar-clara.vercel.app/n/c642e81c-ffc2-480a-a7e1-47e1b6bf82b3,""
accesibilidad_auditiva,testigo,auditiva,OK,rojo,"Usted ha sido condenado: debe conocer sus obligaciones y derechos",https://notificar-clara.vercel.app/n/c62593a4-eb6e-4804-92cd-df8cf4ab2966,""
accesibilidad_auditiva,testigo,motriz,OK,rojo,"Lo condenaron a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/0cb1e321-c9fa-4690-8c29-587198716c0c,""
accesibilidad_auditiva,testigo,intelectual,OK,rojo,"Lo condenaron a prisión en suspenso por robo. Debe cumplir obligaciones y puede apelar en 10 días.",https://notificar-clara.vercel.app/n/35feb0bb-f50b-432b-bfa1-7551fb28a1ae,""
accesibilidad_auditiva,nna_0_6,,OK,rojo,"Lo que la justicia decidió sobre su caso de robo",https://notificar-clara.vercel.app/n/24b8da3d-ad66-411d-bd45-071b7ca2f72f,""
accesibilidad_auditiva,nna_0_6,visual,OK,rojo,"Lo han condenado por robo: pena suspendida, obligaciones y plazo para apelar",https://notificar-clara.vercel.app/n/2ac11350-50f3-4eac-afac-a31fff73d85d,""
accesibilidad_auditiva,nna_0_6,auditiva,OK,rojo,"Le condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/a064cf0d-35cd-488c-b232-6d88c7fcb37f,""
accesibilidad_auditiva,nna_0_6,motriz,OK,rojo,"Lo condenaron a tres años de prisión en suspenso por robo. Debe cumplir obligaciones y puede apelar.",https://notificar-clara.vercel.app/n/bf618b3d-77da-4648-a052-b7693751e72f,""
accesibilidad_auditiva,nna_0_6,intelectual,OK,rojo,"Lo condenaron a prisión en suspenso por robo y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/a7e64b7f-ec22-4857-8f52-7ea03a77615d,""
accesibilidad_auditiva,nna_7_12,,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/0eb16ec8-a67f-4c3c-9f97-8b744c87417c,""
accesibilidad_auditiva,nna_7_12,visual,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/a61cbbad-774f-4c08-acf4-7a9b0d0703e6,""
accesibilidad_auditiva,nna_7_12,auditiva,OK,rojo,"Lo que dice la justicia sobre su caso de robo: condenado a prisión en suspenso",https://notificar-clara.vercel.app/n/38799b9f-6223-49eb-bc48-1e1677fa96bb,""
accesibilidad_auditiva,nna_7_12,motriz,OK,rojo,"Lo que dice la justicia sobre su causa de robo: condena con pena en suspenso",https://notificar-clara.vercel.app/n/68781ff3-1d2a-4fde-9417-d178b0bfd2a9,""
accesibilidad_auditiva,nna_7_12,intelectual,OK,rojo,"Lo que dice la justicia después del juicio: usted ha sido condenado",https://notificar-clara.vercel.app/n/4faaa7e0-cb44-46ac-8b8b-fbda044b5004,""
accesibilidad_auditiva,nna_13_17,,OK,rojo,"Usted ha sido condenado por robo. Debe cumplir obligaciones específicas.",https://notificar-clara.vercel.app/n/b08a6a2b-2f1a-46cc-8328-da78d36fc36b,""
accesibilidad_auditiva,nna_13_17,visual,OK,rojo,"Lo condenaron por robo: qué significa la sentencia y qué debe hacer ahora",https://notificar-clara.vercel.app/n/9ee9d2b8-bba2-4438-b297-0f90098e5815,""
accesibilidad_auditiva,nna_13_17,auditiva,OK,rojo,"Lo que dice la justicia sobre su condena por robo",https://notificar-clara.vercel.app/n/58353051-296c-43a9-bef0-59677e79ea17,""
accesibilidad_auditiva,nna_13_17,motriz,OK,rojo,"Lo condenaron por robo. Qué significa la sentencia y qué debe hacer ahora",https://notificar-clara.vercel.app/n/4364ea2b-eb6b-427e-b6c8-142417c1f496,""
accesibilidad_auditiva,nna_13_17,intelectual,OK,rojo,"La justicia lo condenó a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/4552adcb-8c27-4053-8f9b-7d0ea9a0daa7,""
accesibilidad_auditiva,adulto_mayor,,OK,rojo,"Lo condenaron por robo. Debe cumplir con obligaciones y puede apelar.",https://notificar-clara.vercel.app/n/8b624d78-b62b-498a-ab8a-6da553af35a6,""
accesibilidad_auditiva,adulto_mayor,visual,OK,rojo,"Lo han condenado a prisión en suspenso y debe cumplir obligaciones importantes",https://notificar-clara.vercel.app/n/aeefd7f4-69e2-4204-a585-5a2f2afd6efb,""
accesibilidad_auditiva,adulto_mayor,auditiva,OK,rojo,"Lo condenaron a prisión en suspenso por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/971d054e-ceb1-4c24-a460-d8b45a9cb02c,""
accesibilidad_auditiva,adulto_mayor,motriz,OK,rojo,"La justicia lo condena por robo: tiene que cumplir obligaciones y puede apelar",https://notificar-clara.vercel.app/n/816d9595-b24c-40cf-b9db-a1aafa8f380a,""
accesibilidad_auditiva,adulto_mayor,intelectual,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe saber y hacer ahora.",https://notificar-clara.vercel.app/n/b60ed34d-1136-4d20-bba3-87bfbb926f81,""
accesibilidad_auditiva,letrado,,OK,rojo,"Lo condenaron a prisión en suspenso y le ordenan pagar reparación",https://notificar-clara.vercel.app/n/0dba9303-8b05-4554-9df5-215198be7cd0,""
accesibilidad_auditiva,letrado,visual,OK,rojo,"Ha sido condenado por robo. Lo que debe saber sobre esta sentencia",https://notificar-clara.vercel.app/n/82430a5e-09a6-49e5-aa55-3820527f6439,""
accesibilidad_auditiva,letrado,auditiva,OK,rojo,"Usted ha sido condenado a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/52da7696-f4df-42e2-987b-9f349defc157,""
accesibilidad_auditiva,letrado,motriz,OK,rojo,"Ha sido condenado: 3 años de prisión en suspenso, obligaciones y multa",https://notificar-clara.vercel.app/n/f50809fd-ad6b-4676-b478-9f07b4c7dd35,""
accesibilidad_auditiva,letrado,intelectual,OK,rojo,"La justicia lo condenó a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/3ff81e97-189f-4bac-a976-c7180d533b76,""
accesibilidad_auditiva,perito,,OK,rojo,"Ha sido condenado por robo. Debe conocer sus obligaciones y sus derechos",https://notificar-clara.vercel.app/n/15ce02e6-3198-4013-9258-a580eb56d3e6,""
accesibilidad_auditiva,perito,visual,OK,rojo,"Usted ha sido condenado por robo. Aquí le explicamos qué significa y qué debe hacer",https://notificar-clara.vercel.app/n/c1b651f4-b45e-47d2-a995-ad0c870ecc78,""
accesibilidad_auditiva,perito,auditiva,OK,rojo,"Lo han condenado a prisión en suspenso por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/a8255fd2-8bea-4e44-939d-47836c1b79fa,""
accesibilidad_auditiva,perito,motriz,OK,rojo,"Le condenaron a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/aae08692-a5f3-47b1-9079-5e64bdcbaaed,""
accesibilidad_auditiva,perito,intelectual,OK,rojo,"Lo condenaron a prisión en suspenso y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/e28d6394-93d1-4f73-b70d-eae85de22700,""
accesibilidad_visual,actor,,OK,rojo,"El juez lo condenó: tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/9c37204d-fa14-4042-af16-1a94c6e2afc2,""
accesibilidad_visual,actor,visual,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe saber",https://notificar-clara.vercel.app/n/9728d9c7-602d-4c03-9950-fa63844f2e9e,""
accesibilidad_visual,actor,auditiva,OK,rojo,"Ha sido condenado. Esto es lo que debe saber sobre la sentencia y qué puede hacer ahora.",https://notificar-clara.vercel.app/n/df0c1e13-e189-4188-8635-574015c4cc65,""
accesibilidad_visual,actor,motriz,OK,rojo,"Lo han condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/cf3b6ddb-c7eb-419d-accd-9747598bb521,""
accesibilidad_visual,actor,intelectual,OK,rojo,"Usted ha sido condenado. Lo que significa esta sentencia y qué debe hacer ahora",https://notificar-clara.vercel.app/n/b8ad03a8-f9c3-4839-ba4e-4b837ed54029,""
accesibilidad_visual,demandado,,OK,rojo,"Ha sido condenado por robo. Debe cumplir obligaciones y tiene derecho a apelar",https://notificar-clara.vercel.app/n/4f0ffee7-18ee-4b11-aa49-f38572d1f03f,""
accesibilidad_visual,demandado,visual,OK,rojo,"Usted ha sido condenado por robo. Conoce sus obligaciones y derechos de defensa",https://notificar-clara.vercel.app/n/16787fbb-d9a0-487d-ad0b-f0682cd68f8c,""
accesibilidad_visual,demandado,auditiva,OK,rojo,"Lo han condenado por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/ef61202d-d669-4f75-a94d-b52e8b283941,""
accesibilidad_visual,demandado,motriz,OK,rojo,"El juez lo ha condenado por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/dc48ba62-2004-4a17-959b-9725faceaa92,""
accesibilidad_visual,demandado,intelectual,OK,rojo,"El juez decidió que usted es culpable y lo condenó a prisión en suspenso",https://notificar-clara.vercel.app/n/fb8e2e9a-791e-4b61-903a-a4166b973caf,""
accesibilidad_visual,imputado,,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo. Esto es una sentencia que puede ser apelada.",https://notificar-clara.vercel.app/n/60a63d95-8df6-4e8d-9aee-f87a1f51fa21,""
accesibilidad_visual,imputado,visual,OK,rojo,"Usted ha sido condenado por robo. Aquí le explicamos qué significa y qué debe hacer ahora.",https://notificar-clara.vercel.app/n/94934cc9-bb9e-4a7f-82fc-3b39be83d700,""
accesibilidad_visual,imputado,auditiva,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/880e4414-3d71-4c3d-9511-d3d3d0eafc22,""
accesibilidad_visual,imputado,motriz,OK,rojo,"La justicia lo condena a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/a946d7bd-e143-4b5c-9da0-49832249921b,""
accesibilidad_visual,imputado,intelectual,OK,rojo,"Lo que dice la justicia sobre su caso de robo: usted fue condenado",https://notificar-clara.vercel.app/n/a570de5c-39e5-45b5-8084-239aaeb8075f,""
accesibilidad_visual,victima,,OK,rojo,"Le comunican que fue condenado por robo: 3 años de prisión en suspenso y debe pagar 500.000 pesos",https://notificar-clara.vercel.app/n/e56912d6-8eb4-4a8f-9cb3-79f2033c89f5,""
accesibilidad_visual,victima,visual,OK,rojo,"Lo condenaron a prisión en suspenso por robo. Debe cumplir obligaciones y puede apelar",https://notificar-clara.vercel.app/n/111e1677-6752-4ab7-af72-caf23dc4923d,""
accesibilidad_visual,victima,auditiva,OK,rojo,"Usted ha sido condenado por robo. La sentencia explica la pena y sus obligaciones",https://notificar-clara.vercel.app/n/30a1e5f4-ae01-43ad-91d6-baef95643ed7,""
accesibilidad_visual,victima,motriz,OK,rojo,"Usted ha sido condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/5fd87862-6159-46ab-9e1e-7fa078312ba2,""
accesibilidad_visual,victima,intelectual,OK,rojo,"Le comunican que fue condenado por robo: deberá cumplir obligaciones y puede apelar",https://notificar-clara.vercel.app/n/11803d45-0e5d-4d08-9669-54a39a2312b9,""
accesibilidad_visual,testigo,,OK,rojo,"Lo que dice la justicia: usted ha sido condenado por robo",https://notificar-clara.vercel.app/n/c504ad4e-3083-4e6e-b7e2-a31dd8d7b8d7,""
accesibilidad_visual,testigo,visual,OK,rojo,"La justicia lo ha condenado por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/e505bedd-91ad-4dda-9b91-baa75f4fd2cf,""
accesibilidad_visual,testigo,auditiva,OK,rojo,"Usted ha sido condenado/a por robo. Aquí está explicado qué significa y qué debe hacer",https://notificar-clara.vercel.app/n/e7e424ed-e841-43bb-af61-8f3b442a42e5,""
accesibilidad_visual,testigo,motriz,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe saber",https://notificar-clara.vercel.app/n/0a829cd4-dcd4-485b-9068-06cc98099037,""
accesibilidad_visual,testigo,intelectual,OK,rojo,"Usted ha sido condenado. Estos son sus derechos y sus obligaciones",https://notificar-clara.vercel.app/n/00b856e2-5e4c-406d-8428-068b3a06a734,""
accesibilidad_visual,nna_0_6,,OK,rojo,"Lo han condenado a prisión en suspenso y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/3e089df3-bc1c-477d-a988-096cfdf311f8,""
accesibilidad_visual,nna_0_6,visual,OK,rojo,"Usted ha sido condenado por robo — se lo comunica la sentencia del juicio",https://notificar-clara.vercel.app/n/f2ebfac0-08ef-4c7c-9911-7acd0f0baeff,""
accesibilidad_visual,nna_0_6,auditiva,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe hacer ahora.",https://notificar-clara.vercel.app/n/e8f9916e-2e51-41f7-a056-744ca1206210,""
accesibilidad_visual,nna_0_6,motriz,OK,rojo,"Usted ha sido condenado por robo. Lo que debe saber sobre esta sentencia.",https://notificar-clara.vercel.app/n/c4ff983e-5670-46d9-b10d-9273ce3c69dd,""
accesibilidad_visual,nna_0_6,intelectual,OK,rojo,"La justicia lo ha condenado por robo. Esto es lo que significa y qué debe hacer ahora",https://notificar-clara.vercel.app/n/37602945-727e-46e2-873c-489e0b2f9279,""
accesibilidad_visual,nna_7_12,,OK,rojo,"Lo condenaron a prisión en suspenso y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/30dfc6f0-4944-4f36-9111-05557c8ca34f,""
accesibilidad_visual,nna_7_12,visual,OK,rojo,"Lo han condenado: debe saber qué significa y qué tiene que hacer ahora",https://notificar-clara.vercel.app/n/87e8b58a-e0cf-4234-bac4-bbc19e3022ef,""
accesibilidad_visual,nna_7_12,auditiva,OK,rojo,"Lo que dice la sentencia: usted fue condenado por robo, pero no irá a la cárcel",https://notificar-clara.vercel.app/n/b7801d4e-c8e9-44fa-a99c-82cd09c175e3,""
accesibilidad_visual,nna_7_12,motriz,OK,rojo,"Lo que dice el juzgado: usted fue condenado por robo, pero no irá a la cárcel ahora",https://notificar-clara.vercel.app/n/0cf1c754-4793-4470-b0a6-3a1318da1014,""
accesibilidad_visual,nna_7_12,intelectual,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/d0c4615e-4df6-499f-a275-3cb1603e4b39,""
accesibilidad_visual,nna_13_17,,OK,rojo,"Lo condenaron a prisión en suspenso por robo: esto significa que tiene obligaciones y puede apelar",https://notificar-clara.vercel.app/n/e2179c3f-4d8f-4e62-afd8-e8265ade31c4,""
accesibilidad_visual,nna_13_17,visual,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que significa y qué debe hacer ahora",https://notificar-clara.vercel.app/n/57a7186f-fb9f-4e9c-8773-4b0d05ccaffd,""
accesibilidad_visual,nna_13_17,auditiva,OK,rojo,"Lo condenaron a prisión en suspenso y a pagar reparación por robo",https://notificar-clara.vercel.app/n/710f1395-f93e-4fc2-b127-b13a8c4ab117,""
accesibilidad_visual,nna_13_17,motriz,OK,rojo,"Ha sido condenado: la justicia ha decidido su caso después del juicio",https://notificar-clara.vercel.app/n/9980a523-8bae-4d87-a08a-b83593bebfb2,""
accesibilidad_visual,nna_13_17,intelectual,OK,rojo,"Lo que dice la justicia: usted fue condenado por robo, pero no irá a prisión ahora",https://notificar-clara.vercel.app/n/4ff193a0-4cfe-4d00-868e-4e6d90a66965,""
accesibilidad_visual,adulto_mayor,,OK,rojo,"Ha sido condenado por robo. Debe cumplir obligaciones y tiene derecho a apelar",https://notificar-clara.vercel.app/n/eb76a1ce-070e-4d61-8e4f-5f150b40492c,""
accesibilidad_visual,adulto_mayor,visual,OK,rojo,"Usted ha sido condenado por robo. Lo que debe saber.",https://notificar-clara.vercel.app/n/4dd89e52-3a4a-4b0b-8283-38cb159adc73,""
accesibilidad_visual,adulto_mayor,auditiva,OK,rojo,"Lo que debe saber sobre su condena y lo que tiene que hacer ahora",https://notificar-clara.vercel.app/n/fdddc119-55f0-4e87-870d-bf52159d4b35,""
accesibilidad_visual,adulto_mayor,motriz,OK,rojo,"Lo han condenado por robo: debe cumplir con obligaciones importantes",https://notificar-clara.vercel.app/n/20f48c66-a94f-4f1b-b3c1-d901f51bdaa9,""
accesibilidad_visual,adulto_mayor,intelectual,OK,rojo,"Usted ha sido condenado: prisión en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/7d9ff91e-a774-49e7-953e-9a65d4fed4eb,""
accesibilidad_visual,letrado,,OK,rojo,"Lo han condenado a prisión en suspenso y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/6203483a-7d65-45c6-af33-6f1876edeb67,""
accesibilidad_visual,letrado,visual,OK,rojo,"Lo han condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/481fb70a-10c2-4dc6-9ded-a21265e0a362,""
accesibilidad_visual,letrado,auditiva,OK,rojo,"Lo han condenado a prisión en suspenso por robo. Conozca sus obligaciones y derechos",https://notificar-clara.vercel.app/n/df8a6022-bd64-45c9-95b7-b956a295d023,""
accesibilidad_visual,letrado,motriz,OK,rojo,"Usted ha sido condenado por robo. Conocer sus derechos y obligaciones",https://notificar-clara.vercel.app/n/73b87e25-f24a-4151-8a40-91273e14847f,""
accesibilidad_visual,letrado,intelectual,OK,rojo,"Condena a prisión en suspenso por robo: qué significa y qué tiene que hacer",https://notificar-clara.vercel.app/n/12d94d14-4ba6-46af-89f3-c4b503016bee,""
accesibilidad_visual,perito,,OK,rojo,"Lo han condenado a prisión en suspenso y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/6a90b351-e648-468e-8aac-ac89e71a1139,""
